pair_id,premise,hypothesis,reg_pred,reg_target,reg_error,clf_pred,clf_target,clf_correct,premise_len,hypothesis_len
17,Two dogs are wrestling and hugging,A brown dog is helping another animal in front of the man in pants,3.1827189922332764,2.299999952316284,0.8827190399169922,0,0,True,6,14
19,A person in a black jacket is doing tricks on a motorbike,A man in a black jacket is doing tricks on a motorbike,4.359003067016602,4.900000095367432,0.5409970283508301,1,1,True,12,12
21,A person in a black jacket is doing tricks on a motorbike,A person on a black motorbike is doing tricks with a jacket,3.8449902534484863,3.0,0.8449902534484863,0,0,True,12,12
34,The player is missing the basket and a crowd is in background,The player is dunking the basketball into the net and a crowd is in background,3.1867146492004395,3.9000000953674316,0.7132854461669922,0,2,False,12,15
36,A man with a jersey is dunking the ball at a basketball game,The player is missing the basket and a crowd is in background,2.8662219047546387,3.5,0.6337780952453613,0,0,True,13,12
38,There is no man dunking the ball at a basketball game,The player is dunking the basketball into the net and a crowd is in background,3.4130139350891113,3.5,0.08698606491088867,0,2,False,11,15
41,Two people are kickboxing and spectators are watching,Two people are fighting and spectators are watching,3.913402795791626,4.400000095367432,0.48659729957580566,0,1,False,8,8
43,Two spectators are kickboxing and some people are watching,Two people are kickboxing and spectators are watching,4.668708801269531,4.0,0.6687088012695312,1,0,False,9,8
48,Two women are sparring in a kickboxing match,Two people are fighting and spectators are watching,2.9562454223632812,3.700000047683716,0.7437546253204346,0,0,True,8,8
61,Children covered by leaves are playing with red shirts,Three kids are jumping in the leaves,3.3316807746887207,3.9000000953674316,0.5683193206787109,0,0,True,9,7
66,Two people wearing snowsuits are on the ground making snow angels,Two people in snowsuits are lying in the snow and making snow angels,3.908198118209839,4.800000190734863,0.8918020725250244,0,1,False,11,13
68,Two children are lying in the snow and are making snow angels,Two people wearing snowsuits are on the ground making snow angels,3.585768222808838,4.599999904632568,1.0142316818237305,0,0,True,12,11
76,A little girl is looking at a woman in costume,A little girl in costume looks like a woman,3.7702295780181885,2.9000000953674316,0.8702294826507568,0,0,True,10,9
80,Masked people are looking in the same direction in a forest,A little girl is looking at a woman in costume,2.9989724159240723,1.2999999523162842,1.698972463607788,0,0,True,11,10
96,A man is jumping into an empty pool,There is no biker jumping in the air,1.8870267868041992,1.2000000476837158,0.6870267391204834,0,0,True,8,8
101,Four girls are doing backbends and playing outdoors,Four girls are doing backbends and playing indoors,4.731150150299072,4.0,0.7311501502990723,1,0,False,8,8
104,Four kids are doing backbends in the park,Four girls are doing backbends and playing outdoors,3.911652088165283,4.300000190734863,0.3883481025695801,0,1,False,8,8
109,Two groups of people are playing football,Two teams are competing in a football match,4.016652584075928,4.699999809265137,0.683347225189209,0,1,False,7,8
110,Two teams are competing in a football match,Two teams are competing in a baseball game,3.1612415313720703,3.9000000953674316,0.7387585639953613,0,0,True,8,8
128,Five children are standing in front of a wooden hut,Five kids are standing close together and one kid has a gun,3.0353200435638428,2.299999952316284,0.7353200912475586,0,0,True,10,12
137,An old man is sitting in a field,A person is wearing a hat and is sitting on the grass,3.5517537593841553,2.799999952316284,0.7517538070678711,0,0,True,8,12
138,A person is wearing a hat and is sitting on the grass,A man is running in a field,2.412526845932007,1.399999976158142,1.0125268697738647,0,0,True,12,7
153,A wild deer is jumping a fence,A deer is jumping over a fence,4.2603912353515625,4.5,0.2396087646484375,0,1,False,7,7
154,There is no deer jumping fences,A deer is jumping over a fence,3.5697340965270996,2.684999942779541,0.8847341537475586,2,2,True,6,7
162,Several people are in front of a building which is covered by colors,People are walking outside a building that has many murals on it,3.4966111183166504,3.799999952316284,0.3033888339996338,0,1,False,13,12
168,A child is hitting a baseball,A child is missing a baseball,3.3632781505584717,3.799999952316284,0.4367218017578125,0,2,False,6,6
171,A little boy is watching a family that is hitting a baseball,A family is watching a little boy who is hitting a baseball,4.601310729980469,3.700000047683716,0.9013106822967529,1,0,False,12,12
172,A family is watching a boy who is hitting a baseball,A child is hitting a baseball,3.6929941177368164,3.700000047683716,0.007005929946899414,0,1,False,11,6
175,A family is watching a little boy who is hitting a baseball,A boy is hitting a baseball,3.754971504211426,4.199999809265137,0.44502830505371094,0,1,False,12,6
177,A family is watching a little boy who is hitting a baseball,A child is hitting a baseball,3.6759557723999023,4.099999904632568,0.424044132232666,0,1,False,12,6
